Store,Date,Weekly_Sales,Holiday_Flag,Temperature,CPI
1,2012-03-30,1649604.63,0,67.61,221.3610119
1,2012-04-06,1899676.88,0,70.43,221.4356112
1,2012-04-13,1621031.7,0,69.07,221.5102105
1,2012-04-20,1521577.87,0,66.76,221.5640737
1,2012-04-27,1468928.37,0,67.23,221.6179368
1,2012-05-04,1684519.99,0,75.55,221.6718
1,2012-05-11,1611096.05,0,73.77,221.7256632
1,2012-05-18,1595901.87,0,70.33,221.742674
1,2012-05-25,1555444.55,0,77.22,221.744944
1,2012-06-01,1624477.58,0,77.95,221.7472139
1,2012-06-08,1697230.96,0,78.3,221.7494839
1,2012-06-15,1630607.0,0,79.35,221.7626421
1,2012-06-22,1527845.81,0,78.39,221.8030211
1,2012-06-29,1540421.49,0,84.88,221.8434
1,2012-07-06,1769854.16,0,81.57,221.8837789
1,2012-07-13,1527014.04,0,77.12,221.9241579
1,2012-07-20,1497954.76,0,80.42,221.9327267
1,2012-07-27,1439123.71,0,82.66,221.9412954
1,2012-08-03,1631135.79,0,86.11,221.9498642
1,2012-08-10,1592409.97,0,85.05,221.9584329
1,2012-08-17,1597868.05,0,84.85,222.0384109
1,2012-08-24,1494122.38,0,77.66,222.1719457
1,2012-08-31,1582083.4,0,80.49,222.3054805
1,2012-09-07,1661767.33,1,83.96,222.4390153
1,2012-09-14,1517428.87,0,74.97,222.5820193
1,2012-09-21,1506126.06,0,69.87,222.7818386
1,2012-09-28,1437059.26,0,76.08,222.9816579
1,2012-10-05,1670785.97,0,68.55,223.1814772
1,2012-10-12,1573072.81,0,62.99,223.3812965
1,2012-10-19,1508068.77,0,67.97,223.4257233
1,2012-10-26,1493659.74,0,69.16,223.4442513
2,2010-02-05,2136989.46,0,40.19,210.7526053
2,2010-02-12,2137809.5,1,38.49,210.8979935
2,2010-02-19,2124451.54,0,39.69,210.9451605
2,2010-02-26,1865097.27,0,46.1,210.9759573
2,2010-03-05,1991013.13,0,47.17,211.0067542
2,2010-03-12,1990483.78,0,57.56,211.037551
2,2010-03-19,1946070.88,0,54.52,210.8733316
2,2010-03-26,1750197.81,0,51.26,210.6766095
2,2010-04-02,2066187.72,0,63.27,210.4798874
2,2010-04-09,1954689.21,0,65.41,210.2831653
2,2010-04-16,1874957.94,0,68.07,210.1495463
2,2010-04-23,1821990.93,0,65.11,210.1000648
2,2010-04-30,1802450.29,0,66.98,210.0505833
2,2010-05-07,2042581.71,0,71.28,210.0011018
2,2010-05-14,1880752.36,0,73.31,209.9984585
2,2010-05-21,1896937.1,0,74.83,210.2768443
2,2010-05-28,1957113.89,0,81.13,210.5552301
2,2010-06-04,2102539.93,0,81.81,210.833616
2,2010-06-11,2025538.76,0,83.4,211.1120018
2,2010-06-18,2001636.96,0,85.81,211.1096543
2,2010-06-25,1939927.09,0,86.26,210.9950134
2,2010-07-02,2003940.64,0,82.74,210.8803726
2,2010-07-09,1880902.62,0,82.59,210.7657317
2,2010-07-16,1845879.79,0,85.32,210.7577954
2,2010-07-23,1781717.71,0,87.66,210.8921319
2,2010-07-30,1804246.16,0,83.49,211.0264684
2,2010-08-06,1991909.98,0,89.53,211.1608049
2,2010-08-13,1895601.05,0,89.05,211.2951413
2,2010-08-20,1964335.23,0,88.7,211.2596586
2,2010-08-27,1863840.49,0,87.12,211.2241759
2,2010-09-03,1904608.09,0,81.83,211.1886931
2,2010-09-10,1839128.83,1,79.09,211.1532104
2,2010-09-17,1793903.6,0,82.05,211.1806415
2,2010-09-24,1724557.22,0,81.79,211.2552578
2,2010-10-01,1827440.43,0,69.24,211.3298742
2,2010-10-08,1849921.44,0,63.19,211.4044906
2,2010-10-15,1794355.49,0,65.8,211.4713286
2,2010-10-22,1737947.64,0,68.5,211.5187208
2,2010-10-29,1802755.11,0,66.24,211.5661131
2,2010-11-05,1939061.41,0,57.85,211.6135053
2,2010-11-12,1916812.74,0,59.69,211.6608975
2,2010-11-19,1956739.17,0,50.81,211.5470304
2,2010-11-26,2658725.29,1,62.98,211.4062867
2,2010-12-03,2015781.27,0,49.33,211.265543
2,2010-12-10,2378726.55,0,45.5,211.1247993
2,2010-12-17,2609166.75,0,47.55,211.0645458
2,2010-12-24,3436007.68,0,49.97,211.0646599
2,2010-12-31,1750434.55,1,47.3,211.064774
2,2011-01-07,1758050.79,0,44.69,211.0648881
2,2011-01-14,1744193.58,0,33.02,211.1176713
2,2011-01-21,1751384.9,0,41.4,211.4864691
2,2011-01-28,1695371.68,0,42.83,211.8552668
2,2011-02-04,1929346.23,0,38.25,212.2240646
2,2011-02-11,2168041.61,1,33.19,212.5928624
2,2011-02-18,2080884.82,0,57.83,212.9033115
2,2011-02-25,1833511.08,0,60.8,213.190421
2,2011-03-04,1981607.78,0,57.77,213.4775305
2,2011-03-11,1879107.31,0,52.7,213.7646401
2,2011-03-18,1902557.66,0,62.32,214.0156238
2,2011-03-25,1766162.05,0,69.42,214.2521573
2,2011-04-01,1800171.36,0,55.43,214.4886908
2,2011-04-08,1847552.61,0,67.0,214.7252242
2,2011-04-15,1856467.84,0,69.48,214.9420631
2,2011-04-22,1886339.6,0,69.39,215.1096657
2,2011-04-29,1745545.28,0,69.21,215.2772683
2,2011-05-06,1837743.6,0,61.48,215.4448709
2,2011-05-13,1838513.07,0,74.61,215.6124735
2,2011-05-20,1688281.86,0,67.14,215.3834778
2,2011-05-27,1797732.56,0,76.42,215.1544822
2,2011-06-03,1933756.21,0,83.07,214.9254865
2,2011-06-10,1929153.16,0,83.4,214.6964908
2,2011-06-17,1953771.99,0,86.53,214.6513538
2,2011-06-24,1790925.8,0,85.17,214.7441108
2,2011-07-01,1866243.0,0,85.69,214.8368678
2,2011-07-08,1853161.99,0,87.7,214.9296249
2,2011-07-15,1785187.29,0,89.83,215.0134426
2,2011-07-22,1743816.41,0,89.34,215.0749122
2,2011-07-29,1680693.06,0,90.07,215.1363819
2,2011-08-05,1876704.26,0,93.34,215.1978515
2,2011-08-12,1812768.26,0,91.58,215.2593211
2,2011-08-19,1844094.59,0,89.86,215.3229307
2,2011-08-26,1821139.91,0,90.45,215.386897
2,2011-09-02,1809119.7,0,89.64,215.4508632
2,2011-09-09,1748000.65,1,77.97,215.5148295
2,2011-09-16,1691439.52,0,78.85,215.6944378
2,2011-09-23,1669299.78,0,75.58,216.0282356
2,2011-09-30,1650394.44,0,78.14,216.3620333
2,2011-10-07,1837553.43,0,69.92,216.6958311
2,2011-10-14,1743882.19,0,71.67,217.0048261
2,2011-10-21,1834680.25,0,64.53,217.1650042
2,2011-10-28,1769296.25,0,65.87,217.3251824
2,2011-11-04,1959707.9,0,55.53,217.4853605
2,2011-11-11,1920725.15,0,59.33,217.6455387
2,2011-11-18,1902762.5,0,62.01,217.8670218
2,2011-11-25,2614202.3,1,56.36,218.1130269
2,2011-12-02,1954952.0,0,48.74,218.3590319
2,2011-12-09,2290549.32,0,41.76,218.605037
2,2011-12-16,2432736.52,0,50.13,218.8217928
2,2011-12-23,3224369.8,0,46.66,218.9995495
2,2011-12-30,1874226.52,1,44.57,219.1773063
2,2012-01-06,1799520.14,0,46.75,219.355063
2,2012-01-13,1744725.48,0,45.99,219.5328198
2,2012-01-20,1711769.11,0,51.7,219.6258417
2,2012-01-27,1660906.14,0,50.5,219.7188636
2,2012-02-03,1935299.94,0,55.21,219.8118854
2,2012-02-10,2103322.68,1,46.98,219.9049073
2,2012-02-17,2196688.46,0,43.82,220.0651993
2,2012-02-24,1861802.7,0,54.63,220.275944
2,2012-03-02,1952555.66,0,58.79,220.4866886
2,2012-03-09,1937628.26,0,57.11,220.6974332
2,2012-03-16,1976082.13,0,63.68,220.8498468
2,2012-03-23,1790439.16,0,64.01,220.9244858
2,2012-03-30,1857480.84,0,66.83,220.9991248
2,2012-04-06,2129035.91,0,68.43,221.0737638
2,2012-04-13,1935869.1,0,68.08,221.1484028
2,2012-04-20,1847344.45,0,65.69,221.2021074
2,2012-04-27,1764133.09,0,67.2,221.255812
2,2012-05-04,1923957.09,0,76.73,221.3095166
2,2012-05-11,1917520.99,0,73.87,221.3632212
2,2012-05-18,2000940.67,0,71.27,221.380331
2,2012-05-25,1912791.09,0,78.19,221.3828029
2,2012-06-01,1910092.37,0,78.38,221.3852748
2,2012-06-08,2010216.49,0,78.69,221.3877467
2,2012-06-15,1962924.3,0,80.56,221.4009901
2,2012-06-22,1887733.21,0,81.04,221.4411622
2,2012-06-29,1881046.12,0,86.32,221.4813343
2,2012-07-06,2041507.4,0,84.2,221.5215064
2,2012-07-13,1830075.13,0,80.17,221.5616784
2,2012-07-20,1819666.46,0,83.23,221.5701123
2,2012-07-27,1757923.88,0,86.37,221.5785461
2,2012-08-03,1946104.64,0,90.22,221.5869799
2,2012-08-10,1866719.96,0,88.55,221.5954138
2,2012-08-17,1928016.01,0,84.79,221.6751459
2,2012-08-24,1876788.15,0,76.91,221.8083518
2,2012-08-31,1947083.3,0,82.64,221.9415576
2,2012-09-07,1898777.07,1,87.65,222.0747635
2,2012-09-14,1814806.63,0,75.88,222.2174395
2,2012-09-21,1829415.67,0,71.09,222.4169362
2,2012-09-28,1746470.56,0,79.45,222.6164329
2,2012-10-05,1998321.04,0,70.27,222.8159296
2,2012-10-12,1900745.13,0,60.97,223.0154263
2,2012-10-19,1847990.41,0,68.08,223.0598077
2,2012-10-26,1834458.35,0,69.79,223.0783366
3,2010-02-05,461622.22,0,45.71,214.4248812
3,2010-02-12,420728.96,1,47.93,214.5747916
3,2010-02-19,421642.19,0,47.07,214.6198868
3,2010-02-26,407204.86,0,52.05,214.6475127
3,2010-03-05,415202.04,0,53.04,214.6751386
3,2010-03-12,384200.69,0,63.08,214.7027646
3,2010-03-19,375328.59,0,60.42,214.5301219
3,2010-03-26,359949.27,0,57.06,214.3241011
3,2010-04-02,423294.4,0,65.56,214.1180803
3,2010-04-09,415870.28,0,68.0,213.9120595
3,2010-04-16,354993.26,0,66.98,213.7726889
3,2010-04-23,339976.65,0,67.87,213.7221852
3,2010-04-30,361248.39,0,70.24,213.6716815
3,2010-05-07,399323.86,0,73.47,213.6211778
3,2010-05-14,384357.94,0,77.18,213.6196139
3,2010-05-21,343763.17,0,75.81,213.9116886
3,2010-05-28,350089.23,0,78.6,214.2037634
3,2010-06-04,396968.8,0,78.53,214.4958382
3,2010-06-11,355017.09,0,82.1,214.787913
3,2010-06-18,364076.85,0,83.52,214.7858259
3,2010-06-25,357346.48,0,83.79,214.6660741
3,2010-07-02,381151.72,0,82.2,214.5463222
3,2010-07-09,349214.18,0,81.75,214.4265704
3,2010-07-16,352728.78,0,84.32,214.4176476
3,2010-07-23,352864.49,0,83.32,214.5564968
3,2010-07-30,347955.05,0,82.04,214.695346
3,2010-08-06,402635.76,0,85.13,214.8341952
3,2010-08-13,339597.38,0,86.74,214.9730444
3,2010-08-20,351728.21,0,88.02,214.9314191
3,2010-08-27,362134.09,0,86.15,214.8897938
3,2010-09-03,366473.97,0,84.16,214.8481685
3,2010-09-10,352260.97,1,80.84,214.8065431
3,2010-09-17,363064.64,0,82.36,214.8322484
3,2010-09-24,355626.87,0,76.9,214.9084516
3,2010-10-01,358784.1,0,73.6,214.9846548
3,2010-10-08,395107.35,0,66.99,215.060858
3,2010-10-15,345584.39,0,69.71,215.1293114
3,2010-10-22,348895.98,0,71.64,215.17839
3,2010-10-29,348591.74,0,72.04,215.2274686
3,2010-11-05,423175.56,0,62.94,215.2765472
3,2010-11-12,386635.03,0,62.79,215.3256258
3,2010-11-19,372545.32,0,57.72,215.2074519
3,2010-11-26,565567.84,1,68.71,215.0614025
3,2010-12-03,476420.77,0,53.76,214.9153531
3,2010-12-10,467642.03,0,51.13,214.7693037
3,2010-12-17,498159.39,0,52.2,214.704919
3,2010-12-24,605990.41,0,57.16,214.7017828
3,2010-12-31,382677.76,1,53.2,214.6986466
3,2011-01-07,378241.34,0,53.35,214.6955104
3,2011-01-14,381061.1,0,44.76,214.7470729
3,2011-01-21,350876.7,0,50.74,215.1268275
3,2011-01-28,364866.24,0,48.71,215.5065821
3,2011-02-04,438516.53,0,45.95,215.8863367
3,2011-02-11,430526.21,1,43.57,216.2660913
3,2011-02-18,432782.1,0,61.58,216.5843571
3,2011-02-25,397211.19,0,67.4,216.8780275
3,2011-03-04,437084.51,0,65.11,217.1716979
3,2011-03-11,404753.3,0,61.29,217.4653683
3,2011-03-18,392109.51,0,69.47,217.7235226
3,2011-03-25,380683.67,0,72.94,217.9674705
3,2011-04-01,374556.08,0,68.76,218.2114184
3,2011-04-08,384075.31,0,72.55,218.4553663
3,2011-04-15,366250.69,0,75.88,218.6788642
3,2011-04-22,391860.04,0,76.91,218.851237
3,2011-04-29,367405.4,0,78.69,219.0236099
3,2011-05-06,413042.12,0,69.45,219.1959827
3,2011-05-13,386312.68,0,79.87,219.3683556
3,2011-05-20,364603.13,0,75.79,219.127216
3,2011-05-27,369350.6,0,84.41,218.8860765
3,2011-06-03,394507.84,0,84.29,218.6449369
3,2011-06-10,391638.75,0,84.84,218.4037974
3,2011-06-17,403423.34,0,86.96,218.3551748
3,2011-06-24,385520.71,0,84.94,218.45094
3,2011-07-01,368962.72,0,85.1,218.5467052
3,2011-07-08,395146.24,0,85.38,218.6424704
3,2011-07-15,373454.33,0,87.14,218.7275216
3,2011-07-22,360617.37,0,86.19,218.7857881
3,2011-07-29,345381.29,0,88.07,218.8440545
3,2011-08-05,409981.25,0,88.45,218.9023209
3,2011-08-12,380376.85,0,88.88,218.9605873
3,2011-08-19,379716.91,0,88.44,219.023271
3,2011-08-26,366367.55,0,87.67,219.0866908
3,2011-09-02,375988.69,0,89.12,219.1501106
3,2011-09-09,377347.49,1,81.72,219.2135305
3,2011-09-16,375629.51,0,83.63,219.3972867
3,2011-09-23,365248.94,0,80.19,219.7414914
3,2011-09-30,368477.93,0,82.58,220.085696
3,2011-10-07,403342.4,0,75.54,220.4299007
3,2011-10-14,368282.57,0,73.75,220.7486167
3,2011-10-21,394976.36,0,69.03,220.9144005
3,2011-10-28,389540.62,0,71.04,221.0801842
3,2011-11-04,459443.22,0,59.31,221.245968
3,2011-11-11,407764.25,0,61.7,221.4117517
3,2011-11-18,398838.97,0,63.91,221.6432852
3,2011-11-25,556925.19,1,68.0,221.9011185
3,2011-12-02,472511.32,0,54.97,222.1589519
3,2011-12-09,468772.8,0,49.26,222.4167852
3,2011-12-16,510747.62,0,57.95,222.6426418
3,2011-12-23,551221.21,0,53.41,222.8258628
3,2011-12-30,410553.88,1,48.29,223.0090839
3,2012-01-06,398178.21,0,52.42,223.1923049
3,2012-01-13,367438.62,0,51.86,223.3755259
3,2012-01-20,365818.61,0,56.2,223.4700552
3,2012-01-27,349518.1,0,58.06,223.5645845
3,2012-02-03,424960.66,0,59.33,223.6591137
3,2012-02-10,473292.47,1,51.65,223.753643
3,2012-02-17,475591.08,0,52.39,223.9170153
3,2012-02-24,418925.47,0,60.12,224.1320199
3,2012-03-02,469752.56,0,61.65,224.3470245
3,2012-03-09,445162.05,0,60.71,224.5620291
3,2012-03-16,411775.8,0,64.0,224.7166953
3,2012-03-23,413907.25,0,66.53,224.7909104
3,2012-03-30,407488.84,0,69.36,224.8651254
3,2012-04-06,503232.13,0,73.01,224.9393405
3,2012-04-13,420789.74,0,72.83,225.0135556
3,2012-04-20,434822.13,0,72.05,225.0689541
3,2012-04-27,394616.11,0,73.39,225.1243526
3,2012-05-04,439913.57,0,79.51,225.1797511
3,2012-05-11,431985.36,0,75.19,225.2351496
3,2012-05-18,418112.76,0,72.38,225.2512024
3,2012-05-25,413701.29,0,78.58,225.2515168
3,2012-06-01,432268.53,0,81.55,225.2518313
3,2012-06-08,446336.8,0,81.65,225.2521458
3,2012-06-15,442074.79,0,84.66,225.2644795
3,2012-06-22,419497.95,0,82.7,225.3068615
3,2012-06-29,422965.33,0,86.42,225.3492435
3,2012-07-06,411206.5,0,83.14,225.3916254
3,2012-07-13,416913.1,0,82.28,225.4340074
3,2012-07-20,432424.85,0,81.38,225.4438827
3,2012-07-27,389427.9,0,84.94,225.4537579
3,2012-08-03,419990.29,0,86.55,225.4636332
3,2012-08-10,391811.6,0,85.85,225.4735085
3,2012-08-17,394918.83,0,87.36,225.5558664
3,2012-08-24,412449.67,0,83.01,225.6925864
3,2012-08-31,408838.73,0,85.18,225.8293063
3,2012-09-07,408229.73,1,84.99,225.9660263
3,2012-09-14,407589.16,0,78.36,226.1122067
3,2012-09-21,414392.09,0,72.78,226.3151496
3,2012-09-28,389813.02,0,77.46,226.5180926
3,2012-10-05,443557.65,0,72.74,226.7210356
3,2012-10-12,410804.39,0,70.31,226.9239785
3,2012-10-19,424513.08,0,73.44,226.9688442
3,2012-10-26,405432.7,0,74.66,226.9873637
4,2010-02-05,2135143.87,0,43.76,126.4420645
4,2010-02-12,2188307.39,1,28.84,126.4962581
4,2010-02-19,2049860.26,0,36.45,126.5262857
4,2010-02-26,1925728.84,0,41.36,126.5522857
4,2010-03-05,1971057.44,0,43.49,126.5782857
4,2010-03-12,1894324.09,0,49.63,126.6042857
4,2010-03-19,1897429.36,0,55.19,126.6066452
4,2010-03-26,1762539.3,0,39.91,126.6050645
4,2010-04-02,1979247.12,0,48.77,126.6034839
4,2010-04-09,1818452.72,0,54.16,126.6019032
4,2010-04-16,1851519.69,0,56.23,126.5621
4,2010-04-23,1802677.9,0,56.87,126.4713333
4,2010-04-30,1817273.28,0,53.04,126.3805667
4,2010-05-07,2000626.14,0,56.77,126.2898
4,2010-05-14,1875597.28,0,62.35,126.2085484
4,2010-05-21,1903752.6,0,67.4,126.1843871
4,2010-05-28,1857533.7,0,67.73,126.1602258
4,2010-06-04,1903290.58,0,70.83,126.1360645
4,2010-06-11,1870619.23,0,78.45,126.1119032
4,2010-06-18,1929736.35,0,81.53,126.114
4,2010-06-25,1846651.95,0,81.1,126.1266
4,2010-07-02,1881337.21,0,73.66,126.1392
4,2010-07-09,1812208.22,0,80.35,126.1518
4,2010-07-16,1898427.66,0,78.53,126.1498065
4,2010-07-23,1848426.78,0,79.78,126.1283548
4,2010-07-30,1796637.61,0,80.7,126.1069032
4,2010-08-06,1907638.58,0,76.53,126.0854516
4,2010-08-13,2007050.75,0,78.08,126.064
4,2010-08-20,1997181.09,0,78.83,126.0766452
4,2010-08-27,1848403.92,0,74.44,126.0892903
4,2010-09-03,1935857.58,0,76.8,126.1019355
4,2010-09-10,1865820.81,1,73.54,126.1145806
4,2010-09-17,1899959.61,0,64.91,126.1454667
4,2010-09-24,1810684.68,0,60.96,126.1900333
4,2010-10-01,1842821.02,0,63.96,126.2346
4,2010-10-08,1951494.85,0,67.73,126.2791667
4,2010-10-15,1867345.09,0,62.03,126.3266774
4,2010-10-22,1927610.06,0,64.17,126.3815484
4,2010-10-29,1933333.0,0,56.94,126.4364194
4,2010-11-05,2013115.79,0,51.6,126.4912903
4,2010-11-12,1999794.26,0,52.65,126.5461613
4,2010-11-19,2097809.4,0,48.05,126.6072
4,2010-11-26,2789469.45,1,48.08,126.6692667
4,2010-12-03,2102530.17,0,46.4,126.7313333
4,2010-12-10,2302504.86,0,42.4,126.7934
4,2010-12-17,2740057.14,0,46.57,126.8794839
4,2010-12-24,3526713.39,0,43.21,126.9835806
4,2010-12-31,1794868.74,1,38.09,127.0876774
4,2011-01-07,1862476.27,0,39.34,127.1917742
4,2011-01-14,1865502.46,0,31.6,127.3009355
4,2011-01-21,1886393.94,0,38.34,127.4404839
4,2011-01-28,1814240.85,0,40.6,127.5800323
4,2011-02-04,2119086.04,0,34.61,127.7195806
4,2011-02-11,2187847.29,1,33.29,127.859129
4,2011-02-18,2316495.56,0,48.17,127.99525
4,2011-02-25,2078094.69,0,49.0,128.13
4,2011-03-04,2103455.75,0,46.56,128.26475
4,2011-03-11,2039818.41,0,50.93,128.3995
4,2011-03-18,2116475.38,0,51.86,128.5121935
4,2011-03-25,1944164.32,0,59.1,128.6160645
4,2011-04-01,1900246.47,0,56.99,128.7199355
4,2011-04-08,2074953.46,0,62.61,128.8238065
4,2011-04-15,1960587.76,0,62.34,128.9107333
4,2011-04-22,2220600.76,0,68.8,128.9553
4,2011-04-29,1878167.44,0,64.22,128.9998667
4,2011-05-06,2063682.76,0,63.41,129.0444333
4,2011-05-13,2002362.37,0,70.65,129.089
4,2011-05-20,2015563.48,0,70.49,129.0756774
4,2011-05-27,1986597.95,0,73.65,129.0623548
4,2011-06-03,2065377.15,0,78.26,129.0490323
4,2011-06-10,2073951.38,0,80.05,129.0357097
4,2011-06-17,2141210.62,0,83.51,129.0432
4,2011-06-24,2008344.92,0,81.85,129.0663
4,2011-07-01,2051533.53,0,84.54,129.0894
4,2011-07-08,2066541.86,0,84.59,129.1125
4,2011-07-15,2049046.95,0,83.27,129.1338387
4,2011-07-22,2036231.39,0,82.84,129.1507742
4,2011-07-29,1989674.07,0,84.36,129.1677097
4,2011-08-05,2160057.39,0,86.09,129.1846452
4,2011-08-12,2105668.74,0,82.98,129.2015806
4,2011-08-19,2232892.1,0,82.77,129.2405806
4,2011-08-26,1988490.21,0,81.47,129.2832581
4,2011-09-02,2078420.31,0,77.99,129.3259355
4,2011-09-09,2093139.01,1,73.34,129.3686129
4,2011-09-16,2075577.33,0,72.76,129.4306
4,2011-09-23,2031406.41,0,69.23,129.5183333
4,2011-09-30,1929486.63,0,72.15,129.6060667
4,2011-10-07,2166737.65,0,65.79,129.6938
4,2011-10-14,2074548.85,0,63.75,129.7706452
4,2011-10-21,2207742.13,0,64.79,129.7821613
4,2011-10-28,2151659.59,0,55.31,129.7936774
4,2011-11-04,2281217.31,0,49.86,129.8051935
4,2011-11-11,2203028.96,0,47.12,129.8167097
4,2011-11-18,2243946.59,0,50.44,129.8268333
